ABILITY;RANGEBOOSTCONTINUING.FX;POWERS/ABILITY/RANGEBOOSTCONTINUING.FX
ABILITY;STRENGTH.FX;POWERS/ABILITY/STRENGTH.FX
Acid;CorrosiveAcid_CILD.fx;/powers/ItemsAndTempPowers/CorrosiveAcid/CorrosiveAcid_CHILD.fx
Acid;PoisonMorter.fx;/CustomizeablePowers/Pets/AcidMortar/PoisonMorter.fx
Acid;RockChunkBrownScatter.fx;/powers/ItemsAndTempPowers/CorrosiveAcid/RockChunkBrownScatter.fx
Acid;RockExplosion.fx;/powers/ItemsAndTempPowers/CorrosiveAcid/RockExplosion.fx
Acrobatics;Hop_Ninja.fx;/powers/NinjaRun/Hop_Ninja.fx
Acrobatics;Jump_Ninja.fx;/powers/NinjaRun/Jump_Ninja.fx
Acrobatics;Land1_Ninja.fx;/powers/NinjaRun/Land1_Ninja.fx
Acrobatics;MaleLand_Ninja.fx;/powers/NinjaRun/MaleLand_Ninja.fx
Acrobatics;MaleLeft_Ninja.fx;/powers/NinjaRun/MaleLeft_Ninja.fx
Acrobatics;MaleRight_Ninja.fx;/powers/NinjaRun/MaleRight_Ninja.fx
Acrobatics;Move_Ninja.fx;/powers/NinjaRun/Move_Ninja.fx
Acrobatics;NinjaRun_SpeedLines.fx;/powers/NinjaRun/NinjaRun_SpeedLines.fx
Acrobatics;Stop_Ninja.fx;/powers/NinjaRun/Stop_Ninja.fx
AnimalAuraBat;Bats_Body.fx;/Auras/Female/Bats/Bats_Body.fx
AnimalAuraBat;Bats_Body.fx;/Auras/Huge/Bats/Bats_Body.fx
AnimalAuraBat;Bats_Body.fx;/Auras/Male/Bats/Bats_Body.fx
AnimalAuraBat;Bats_Body_COMBAT.fx;/Auras/Female/Bats/Bats_Body_COMBAT.fx
AnimalAuraBat;Bats_Body_COMBAT.fx;/Auras/Huge/Bats/Bats_Body_COMBAT.fx
AnimalAuraBat;Bats_Body_COMBAT.fx;/Auras/Male/Bats/Bats_Body_COMBAT.fx
AnimalAuraBat;Bats_Idle_Child.fx;/Auras/Female/Bats/Bats_Idle_Child.fx
AnimalAuraBat;Bats_Idle_Child.fx;/Auras/Huge/Bats/Bats_Idle_Child.fx
AnimalAuraBat;Bats_Idle_Child.fx;/Auras/Male/Bats/Bats_Idle_Child.fx
AnimalAuraBat;Bats_Idle_Child01.fx;/Auras/Female/Bats/Bats_Idle_Child01.fx
AnimalAuraBat;Bats_Idle_Child01.fx;/Auras/Huge/Bats/Bats_Idle_Child01.fx
AnimalAuraBat;Bats_Idle_Child01.fx;/Auras/Male/Bats/Bats_Idle_Child01.fx
AnimalAuraBat;Bats_Idle_Child02.fx;/Auras/Female/Bats/Bats_Idle_Child02.fx
AnimalAuraBat;Bats_Idle_Child02.fx;/Auras/Huge/Bats/Bats_Idle_Child02.fx
AnimalAuraBat;Bats_Idle_Child02.fx;/Auras/Male/Bats/Bats_Idle_Child02.fx
