Animal;CALL_HAWK_POST
Animal;CALL_HAWK_PRE
ExplodeMagic;A_EMOTE_COSTUMECHANGE_CAST_ONE_POST
ExplodeMagic;EMOTE_COSTUMECHANGE_CAST_ONE_POST
Animal;A_EMOTE_COSTUMECHANGE_DRINKFORMULA_POST
Animal;EMOTE_COSTUMECHANGE_DRINKFORMULA_POST
Animal;A_EMOTE_COSTUMECHANGE_DRINKFORMULA_POSTCYCLE
Animal;A_EMOTE_COSTUMECHANGE_DRINKFORMULA_PRE
Animal;EMOTE_COSTUMECHANGE_DRINKFORMULA_PRE
Animal;EMOTE_COSTUMECHANGE_FEATHER_EXPLODE_POST
Animal;EMOTE_COSTUMECHANGE_FEATHER_EXPLODE_PRE
Animal;A_EMOTE_COSTUMECHANGE_FEATHER_SPIN_PRE
Animal;EMOTE_COSTUMECHANGE_FEATHER_SPIN_PRE
Animal;A_EMOTE_COSTUMECHANGE_FUR_EXPLODE_POST
Animal;EMOTE_COSTUMECHANGE_FUR_EXPLODE_POST
Animal;A_EMOTE_COSTUMECHANGE_HOWL_POST
Animal;EMOTE_COSTUMECHANGE_HOWL_POST
Animal;EMOTE_COSTUMECHANGE_HOWL_POSTCYCLE
Animal;A_EMOTE_COSTUMECHANGE_FUR_EXPLODE_PRE
Animal;EMOTE_COSTUMECHANGE_FUR_EXPLODE_PRE
Animal;A_EMOTE_COSTUMECHANGE_FUR_SPIN_PRE
Animal;EMOTE_COSTUMECHANGE_FUR_SPIN_PRE
Animal;EMOTE_COSTUMECHANGE_ICEBLOCK_PRE
HTHCombat;A_INITIAL_STRIKE_C_POST
Animal;A_EMOTE_CUSTOMECHANGE_INJECTSERUM_POST
Animal;EMOTE_COSTUMECHANGE_INJECTSERUM_POST
Animal;A_EMOTE_COSTUMECHANGE_INJECTSERUM_PRE
Animal;EMOTE_COSTUMECHANGE_INJECTSERUM_PRE
Animal;A_EMOTE_SHIELD_COSTUMECHANGE_DRINKFORMULA_POST
Animal;A_EMOTE_SHIELD_COSTUMECHANGE_DRINKFORMULA_PRE
Animal;EMOTE_SHIELD_COSTUMECHANGE_DRINKFORMULA_PRE
Animal;EMOTE_SHIELD_COSTUMECHANGE_INJECTSERUM_POST
AnimalBeastMastery;TRAIN_BEAST_POST
BioArmour;SYMBIOTICARMOR_DEFENSIVE_ADAPTATION_POST
ChemicalNuclear;A_ASSASSINS_FRENZY_POST
ChemicalNuclear;A_ASSASSINS_PSI_BLADE_POST
Combat;CEMENT_POSTDEATH
Combat;DEFAULT_POSTDEATH
Combat;POSTDEATH_COLLAPSE
Combat;POSTDEATH2
Combat;ENCOUNTER_DEATH1_POST
Combat;ENCOUNTER_DEATH1_PRE
Combat;EMOTE_MALE_FLOAT_TO_DEATH_POST
Combat;EMOTE_MALE_FLOAT_TO_DEATH_POSTCYCLE
AnimalThrow;CALL_HAWK
Animal;EMOTE_COSTUMECHANGE_DRINKFORMULA
Animal;A_EMOTE_COSTUMECHANGE_FEATHER_EXPLODE
Animal;EMOTE_COSTUMECHANGE_FEATHER_EXPLODE
Combat;EMOTE_VOMIT_POST_ONE
Combat;EMOTE_VOMIT_POST_THREE
Combat;EMOTE_VOMIT_POST_TWO
Combat;EMOTE_SWOON
Break;BREAK
Animal;A_EMOTE_COSTUMECHANGE_FEATHER_EXPLODE_CYCLE
Animal;A_EMOTE_COSTUMECHANGE_FEATHER_EXPLODER
Animal;A_EMOTE_COSTUMECHANGE_FEATHER_SPIN
Animal;EMOTE_COSTUMECHANGE_FEATHER_SPIN
Animal;A_EMOTE_COSTUMECHANGE_FEATHER_SPINNER
Animal;EMOTE_COSTUMECHANGE_FEATHER_SPINNER
Animal;A_EMOTE_COSTUMECHANGE_FUR_EXPLODE
Animal;EMOTE_COSTUMECHANGE_FUR_EXPLODE
Animal;EMOTE_COSTUMECHANGE_HOWL
Animal;A_EMOTE_COSTUMECHANGE_FUR_SPIN
Animal;EMOTE_COSTUMECHANGE_FUR_SPIN
Animal;A_EMOTE_COSTUMECHANGE_FUR_SPINNER
Animal;EMOTE_COSTUMECHANGE_FUR_SPINNER
Animal;A_EMOTE_COSTUMECHANGE_INJECTSERUM
Animal;EMOTE_COSTUMECHANGE_INJECTSERUM
Animal;A_EMOTE_COSTUMECHANGE_INJECTSERUM_CHANGE
Animal;EMOTE_COSTUMECHANGE_INJECTSERUM_CHANGE
Animal;A_SUMMON_LION
Animal;SUMMON_LION
Animal;EMOTE_SHIELD_COSTUMECHANGE_DRINKFORMULA
Animal;A_EMOTE_SHIELD_COSTUMECHANGE_INJECTSERUM
Combat;EMOTE_WOUNDED_PRE
AnimalBeastMastery;TRAIN_BEAST
BioArmour;SYMBIOTICARMOR_DEFENSIVE_ADAPTATION
Combat;IMPACT_POSTDEATH
BombDark;ROMULUSTRANSFORMATION
Combat;CEMENT_DEATH
Combat;AIR_DEATH_CYCLE
Combat;Slab
Combat;PLAYER_DEFAULT_DEATHCOMBAT
Combat;PLAYER_HITDEATH
Combat;DEFAULT_DEATH
Combat;R_VANISH_POSTDEATH
Combat;R_VANISH_POSTDEATH_APPARITIONS
Combat;GETUP_BACK
Combat;GETUP_BACK2
Combat;ENCOUNTER_DEATH1
CrabPack;A_CRABPACK_FIRERIGHT_POST
CrabPack;CRABPACK_FIRERIGHT_POST
Combat;AIR_DEATH_FALL
Combat;EMOTE_MALE_FLOAT_TO_DEATH
CrabPack;A_CRABPACK_GRENADE_POST
CrabPack;CRABPACK_GRENADE_POST
Combat;GHOSTTRAPDEATH
Combat;DEAD_GUARD_1
CrabPack;A_CRABPACK_MELEE_LEFT_POST
CrabPack;CRABPACK_MELEE_LEFT_POST
Combat;DEAD_GUARD_2
Combat;DEAD_GUARD_3
CrabPack;A_CRABPACK_MELEE_RIGHT_POST
CrabPack;CRABPACK_MELEE_RIGHT_POST
Combat;DEAD_GUARD_4
Combat;DEAD_GUARD_5
CrabPack;A_CRABPACK_SPRAYRIGHT_POST
CrabPack;CRABPACK_SPRAYRIGHT_POST
Combat;ENC_BARF_A
Combat;ENC_BARF_B
CrabPack;A_CRABPACK_MELEEBURST_POST
CrabPack;CRABPACK_MELEEBURST_POST
Combat;ENC_BARF_C
Combat;KNOCKDOWN
CrabPack;A_CRABPACK_RANGEBURST_POST
CrabPack;CRABPACK_RANGEBURST_POST
Combat;KNOCKDOWN_CYCLE
CrabPack;BS_STING_POST
Combat;KNOCKDOWN2
Combat;HIT_BARF_CYCLE
Combat;BARF
Combat;BARF_CYCLE
Combat;BARF_STUN
Combat;BARF_STUN_CYCLE_A
Combat;BARF_STUN_CYCLE_B
Combat;BARF_STUN_CYCLE_C
Combat;BARF2
Combat;EMOTE_VOMIT_ONE
Combat;EMOTE_VOMIT_THREE
Combat;EMOTE_VOMIT_TO_READY_ONE
Combat;EMOTE_VOMIT_TO_READY_TWO
Combat;EMOTE_VOMIT_TWO
Combat;QUICKBARF
DangerSense;A_SHIELD_EMOTE_COSTUMECHANGE_VILLAINLAUGH_POSTCYCLE
DangerSense;A_SHIELD_DANGER_SENSE_POSTCYCLE
DangerSense;SHIELD_DANGER_SENSE_POSTCYCLE
Combat;QUICKBARF2
Combat;HITBARF
Combat;W_HIT_BARF_CYCLE
Dark;A_EMOTE_COSTUMECHANGE_MURDEROFCROWS_POST
Dark;EMOTE_COSTUMECHANGE_MURDEROFCROWS_POST
Combat;W_HITBARF
Combat;A_HIT_BOOST_D
Dark;A_EMOTE_COSTUMECHANGE_WARSHADE_POST
Dark;EMOTE_COSTUMECHANGE_WARSHADE_POST
Combat;HIT_BOOST_D
Earth;A_EMOTE_COSTUMECHANGE_ROCKBLOCK_POST
Earth;EMOTE_COSTUMECHANGE_ROCKBLOCK_POST
Earth;A_EMOTE_COSTUMECHANGE_ROCKBLOCK_PRE
Earth;EMOTE_COSTUMECHANGE_ROCKBLOCK_PRE
Combat;A_HIT_BOOSTUP
Combat;HIT_BOOSTUP
Electricity;ASCENSION_CONDUIT_FLOAT_OUT_POSTCYCLE
Combat;KNEEL_GETUP
Combat;OUTCOLD01_CUTSCENE
Combat;OUTCOLD02
Combat;OUTCOLD03
Combat;OUTCOLD04
Combat;RAGDOLL_BELLY
Combat;EMOTE_WOUNDED
Combat;STUN
Combat;STUN_CYCLE
Combat;WOUNDED
Combat;IMPACT_DEATH
Combat;AIR_DEATH_IMPACT
Combat;LEV_STUN_HITQUICK
combat;LOOTDEATH
